shapeid,x,y,name,type
0,103.8284048,1.3068666,Orchard Road,primary
0,103.8287382,1.3067151,Orchard Road,primary
0,103.8299683,1.3060268,Orchard Road,primary
0,103.8301838,1.3059165,Orchard Road,primary
0,103.83054,1.3057306,Orchard Road,primary
0,103.8306117,1.3056965,Orchard Road,primary
0,103.8309107,1.3055543,Orchard Road,primary
0,103.8314528,1.3052415,Orchard Road,primary
0,103.831683,1.3051086,Orchard Road,primary
2,103.8387571,1.3126764,Scotts Road,primary
2,103.83872,1.3126787,Scotts Road,primary
2,103.8386376,1.3126418,Scotts Road,primary
2,103.8385778,1.312612,Scotts Road,primary
2,103.8384921,1.3125554,Scotts Road,primary
2,103.8381945,1.3123506,Scotts Road,primary
2,103.8379495,1.3121827,Scotts Road,primary
2,103.8376984,1.3120151,Scotts Road,primary
2,103.8373307,1.3117594,Scotts Road,primary
2,103.835604,1.3106084,Scotts Road,primary
2,103.8348426,1.3101759,Scotts Road,primary
2,103.8342065,1.3097456,Scotts Road,primary
2,103.8339518,1.3093848,Scotts Road,primary
2,103.8336174,1.3086648,Scotts Road,primary
5,103.8392505,1.3134495,Newton Road,primary
5,103.8394598,1.3135569,Newton Road,primary
5,103.8396179,1.3136597,Newton Road,primary
5,103.8398818,1.3138856,Newton Road,primary
5,103.8400958,1.3140749,Newton Road,primary
5,103.8403773,1.3143204,Newton Road,primary
5,103.8406305,1.3146071,Newton Road,primary
5,103.8408722,1.3150123,Newton Road,primary
5,103.841024,1.3155063,Newton Road,primary
5,103.8411021,1.3158217,Newton Road,primary
5,103.8413771,1.3168921,Newton Road,primary
5,103.8415496,1.3175144,Newton Road,primary
5,103.8415794,1.3176221,Newton Road,primary
5,103.8417021,1.3178974,Newton Road,primary
5,103.8418439,1.3182023,Newton Road,primary
5,103.8420115,1.3183576,Newton Road,primary
5,103.8421872,1.3184891,Newton Road,primary
5,103.8423477,1.3186256,Newton Road,primary
5,103.8427375,1.3189511,Newton Road,primary
7,103.8318305,1.3050277,Patterson Road,primary
7,103.8315539,1.3047018,Patterson Road,primary
7,103.8315273,1.3046731,Patterson Road,primary
7,103.830813,1.3039006,Patterson Road,primary
10,103.830813,1.3039006,Paterson Hill,primary
10,103.8302888,1.3029919,Paterson Hill,primary
10,103.8302115,1.302858,Paterson Hill,primary
10,103.8297013,1.3019737,Paterson Hill,primary
10,103.829606,1.301799,Paterson Hill,primary
10,103.8295509,1.3016799,Paterson Hill,primary
10,103.8295083,1.3015597,Paterson Hill,primary
10,103.8294648,1.3013968,Paterson Hill,primary
10,103.8294508,1.3012681,Paterson Hill,primary
10,103.8294438,1.3012041,Paterson Hill,primary
10,103.8294372,1.3010841,Paterson Hill,primary
10,103.8294389,1.300978,Paterson Hill,primary
10,103.8294459,1.3008642,Paterson Hill,primary
10,103.8294685,1.300747,Paterson Hill,primary
10,103.829517,1.3005153,Paterson Hill,primary
10,103.8300624,1.2993533,Paterson Hill,primary
11,103.8313547,1.2960058,River Valley Road,primary
11,103.83227,1.2962584,River Valley Road,primary
11,103.8325884,1.2963014,River Valley Road,primary
11,103.8330065,1.2962748,River Valley Road,primary
11,103.8331723,1.2962642,River Valley Road,primary
11,103.8334075,1.2962411,River Valley Road,primary
11,103.8337908,1.296199,River Valley Road,primary
11,103.8340899,1.296143,River Valley Road,primary
11,103.8347065,1.2960307,River Valley Road,primary
11,103.8359976,1.2958467,River Valley Road,primary
11,103.8360283,1.2958413,River Valley Road,primary
11,103.8366424,1.2957326,River Valley Road,primary
11,103.8374126,1.2955774,River Valley Road,primary
11,103.8377813,1.2955737,River Valley Road,primary
11,103.838152,1.2956079,River Valley Road,primary
11,103.8387841,1.2957524,River Valley Road,primary
11,103.8392823,1.2958334,River Valley Road,primary
11,103.8396962,1.2958748,River Valley Road,primary
11,103.8401335,1.2959005,River Valley Road,primary
11,103.8405097,1.2959227,River Valley Road,primary
11,103.8407404,1.2959064,River Valley Road,primary
11,103.8409582,1.295863,River Valley Road,primary
11,103.8411107,1.2957789,River Valley Road,primary
11,103.8412164,1.2956854,River Valley Road,primary
11,103.8412672,1.2956473,River Valley Road,primary
11,103.8414061,1.2954651,River Valley Road,primary
11,103.8414178,1.2954398,River Valley Road,primary
11,103.8417001,1.2949124,River Valley Road,primary
11,103.8417717,1.2947668,River Valley Road,primary
17,103.8412716,1.2886074,Clemenceau Avenue,primary
17,103.8414779,1.2889843,Clemenceau Avenue,primary
20,103.8513753,1.3967862,TPE,motorway
20,103.8518491,1.3969956,TPE,motorway
20,103.8521848,1.3971552,TPE,motorway
20,103.8526564,1.3973962,TPE,motorway
20,103.8533104,1.3977343,TPE,motorway
20,103.8538104,1.3980151,TPE,motorway
20,103.8543104,1.3983397,TPE,motorway
20,103.854657,1.3986026,TPE,motorway
20,103.8549817,1.3988555,TPE,motorway
20,103.8553443,1.3991443,TPE,motorway
20,103.8557516,1.3994563,TPE,motorway
20,103.8561591,1.399761,TPE,motorway
20,103.8565861,1.4000097,TPE,motorway
20,103.8570006,1.4002122,TPE,motorway
20,103.8574389,1.4003819,TPE,motorway
20,103.8578774,1.4005319,TPE,motorway
21,103.8579914,1.3937801,Central Expressway,motorway
21,103.8580422,1.3929751,Central Expressway,motorway
21,103.8580758,1.3925106,Central Expressway,motorway
22,103.8443907,1.3109684,Central Expressway,motorway
22,103.8445533,1.3114388,Central Expressway,motorway
22,103.8446259,1.3117347,Central Expressway,motorway
22,103.8448412,1.3127943,Central Expressway,motorway
22,103.8449749,1.313392,Central Expressway,motorway
24,103.8021677,1.2727921,Telok Blangah Road,primary
24,103.8022844,1.2727868,Telok Blangah Road,primary
24,103.8027906,1.2727787,Telok Blangah Road,primary
26,103.8341079,1.2723657,Ayer Rajah Expressway,motorway
26,103.8361228,1.2724344,Ayer Rajah Expressway,motorway
26,103.8370593,1.272475,Ayer Rajah Expressway,motorway
27,103.8541001,1.3977878,Seletar Expressway,motorway
27,103.8545108,1.3978205,Seletar Expressway,motorway
27,103.8547665,1.3978271,Seletar Expressway,motorway
27,103.8550375,1.397804,Seletar Expressway,motorway
27,103.8552512,1.3977729,Seletar Expressway,motorway
27,103.8554676,1.3977234,Seletar Expressway,motorway
27,103.8557433,1.3976382,Seletar Expressway,motorway
27,103.8560105,1.3975339,Seletar Expressway,motorway
27,103.8563042,1.397382,Seletar Expressway,motorway
27,103.8565734,1.3972136,Seletar Expressway,motorway
27,103.8568936,1.3969409,Seletar Expressway,motorway
27,103.8571507,1.3966705,Seletar Expressway,motorway
27,103.8574035,1.396313,Seletar Expressway,motorway
27,103.8575944,1.3959575,Seletar Expressway,motorway
27,103.8577115,1.395694,Seletar Expressway,motorway
27,103.8577958,1.3954131,Seletar Expressway,motorway
27,103.8578609,1.3950791,Seletar Expressway,motorway
27,103.857918,1.3946896,Seletar Expressway,motorway
27,103.8579581,1.3942839,Seletar Expressway,motorway
27,103.8579914,1.3937801,Seletar Expressway,motorway
28,103.8541409,1.3976207,Seletar Expressway,motorway
28,103.8537589,1.3975263,Seletar Expressway,motorway
28,103.8533946,1.3973821,Seletar Expressway,motorway
28,103.8529252,1.3971954,Seletar Expressway,motorway
28,103.8525631,1.3970417,Seletar Expressway,motorway
28,103.8519084,1.3967788,Seletar Expressway,motorway
29,103.7572461,1.4233889,Turf Club Avenue,primary
29,103.757277,1.423294,Turf Club Avenue,primary
29,103.7574219,1.4228499,Turf Club Avenue,primary
29,103.7579595,1.421631,Turf Club Avenue,primary
32,103.7740277,1.3968194,Kranji Expressway,motorway
32,103.7740856,1.3962202,Kranji Expressway,motorway
32,103.7741081,1.3959441,Kranji Expressway,motorway
32,103.7742094,1.3947956,Kranji Expressway,motorway
32,103.7742698,1.3944441,Kranji Expressway,motorway
32,103.7743111,1.3942216,Kranji Expressway,motorway
32,103.7744338,1.3939338,Kranji Expressway,motorway
32,103.7746487,1.3936638,Kranji Expressway,motorway
32,103.7749378,1.3934196,Kranji Expressway,motorway
32,103.7751276,1.3932689,Kranji Expressway,motorway
32,103.7756058,1.392906,Kranji Expressway,motorway
32,103.7758416,1.392659,Kranji Expressway,motorway
32,103.7759763,1.3924401,Kranji Expressway,motorway
32,103.7760773,1.3922127,Kranji Expressway,motorway
32,103.7761447,1.3919377,Kranji Expressway,motorway
32,103.7761363,1.391671,Kranji Expressway,motorway
32,103.7761279,1.391424,Kranji Expressway,motorway
32,103.7760633,1.3912023,Kranji Expressway,motorway
32,103.7759202,1.3909104,Kranji Expressway,motorway
32,103.7757405,1.3906887,Kranji Expressway,motorway
32,103.7755497,1.3905343,Kranji Expressway,motorway
32,103.7752943,1.3903912,Kranji Expressway,motorway
32,103.7748017,1.390281,Kranji Expressway,motorway
33,103.7024781,1.3606672,Kranji Expressway,motorway
33,103.7029984,1.3614463,Kranji Expressway,motorway
33,103.7038944,1.3625499,Kranji Expressway,motorway
33,103.7048512,1.3634312,Kranji Expressway,motorway
33,103.7058391,1.3642003,Kranji Expressway,motorway
33,103.7069549,1.3650584,Kranji Expressway,motorway
33,103.7080629,1.3658069,Kranji Expressway,motorway
33,103.7087976,1.366225,Kranji Expressway,motorway
33,103.7102562,1.3669121,Kranji Expressway,motorway
33,103.7111369,1.3672296,Kranji Expressway,motorway
33,103.711732,1.3674073,Kranji Expressway,motorway
33,103.7126803,1.3677143,Kranji Expressway,motorway
33,103.7137493,1.3680215,Kranji Expressway,motorway
33,103.7152135,1.3684365,Kranji Expressway,motorway
33,103.7165102,1.3688124,Kranji Expressway,motorway
33,103.7179023,1.3692116,Kranji Expressway,motorway
33,103.7194095,1.3696578,Kranji Expressway,motorway
33,103.7201803,1.3698752,Kranji Expressway,motorway
33,103.7209302,1.3701224,Kranji Expressway,motorway
33,103.7215449,1.3703703,Kranji Expressway,motorway
33,103.7221411,1.3706303,Kranji Expressway,motorway
33,103.7226913,1.3709179,Kranji Expressway,motorway
33,103.7232599,1.371232,Kranji Expressway,motorway
33,103.7240878,1.3717838,Kranji Expressway,motorway
33,103.7246199,1.3721875,Kranji Expressway,motorway
33,103.7251543,1.372629,Kranji Expressway,motorway
33,103.726306,1.3736103,Kranji Expressway,motorway
33,103.7281256,1.3751709,Kranji Expressway,motorway
33,103.7290465,1.3759828,Kranji Expressway,motorway
33,103.7303723,1.3771023,Kranji Expressway,motorway
33,103.7313187,1.3778959,Kranji Expressway,motorway
38,103.8227326,1.2789152,Central Expressway,motorway
38,103.8235085,1.2787396,Central Expressway,motorway
38,103.823868,1.278637,Central Expressway,motorway
38,103.8241569,1.2785227,Central Expressway,motorway
38,103.8244862,1.2783705,Central Expressway,motorway
38,103.8250244,1.278076,Central Expressway,motorway
38,103.825681,1.2777066,Central Expressway,motorway
38,103.8259769,1.2775784,Central Expressway,motorway
39,103.8403084,1.287337,Central Expressway,motorway
39,103.8407135,1.2876243,Central Expressway,motorway
39,103.8410123,1.2878977,Central Expressway,motorway
39,103.841143,1.2880434,Central Expressway,motorway
40,103.8445551,1.3109121,Central Expressway,motorway
40,103.8436632,1.309533,Central Expressway,motorway
40,103.8428813,1.3088208,Central Expressway,motorway
40,103.8418829,1.308149,Central Expressway,motorway
40,103.8404507,1.3065349,Central Expressway,motorway
40,103.8402035,1.3061065,Central Expressway,motorway
44,103.8483977,1.2976929,Prinsep Street,primary
44,103.848303,1.2978379,Prinsep Street,primary
44,103.8482689,1.2979257,Prinsep Street,primary
44,103.8482627,1.2980299,Prinsep Street,primary
44,103.8483025,1.2981696,Prinsep Street,primary
44,103.8486732,1.2985689,Prinsep Street,primary
45,103.8322088,1.3048236,Orchard Road,primary
45,103.8323264,1.3047617,Orchard Road,primary
45,103.8324527,1.3046921,Orchard Road,primary
45,103.8333094,1.3042201,Orchard Road,primary
45,103.8343759,1.3036763,Orchard Road,primary
45,103.8347943,1.3034564,Orchard Road,primary
45,103.835838,1.3028615,Orchard Road,primary
45,103.8365672,1.3024711,Orchard Road,primary
45,103.8374852,1.3019809,Orchard Road,primary
45,103.8375813,1.3019303,Orchard Road,primary
45,103.8379642,1.3017019,Orchard Road,primary
45,103.8383125,1.3015297,Orchard Road,primary
45,103.8386426,1.3013742,Orchard Road,primary
45,103.8387771,1.3013199,Orchard Road,primary
45,103.8390339,1.3012171,Orchard Road,primary
45,103.839633,1.3010323,Orchard Road,primary
45,103.8400171,1.3009156,Orchard Road,primary
45,103.8406479,1.3007301,Orchard Road,primary
45,103.8412415,1.3005497,Orchard Road,primary
45,103.8419477,1.3003226,Orchard Road,primary
45,103.8428543,1.3000239,Orchard Road,primary
45,103.8429376,1.299998,Orchard Road,primary
46,103.8227107,1.3049864,Tanglin Road,primary
46,103.8228751,1.3050144,Tanglin Road,primary
46,103.82309,1.3051093,Tanglin Road,primary
46,103.8235839,1.3052715,Tanglin Road,primary
47,103.8157021,1.2930803,Tanglin Road,primary
47,103.8157297,1.2931945,Tanglin Road,primary
47,103.8159358,1.2940465,Tanglin Road,primary
47,103.8159854,1.2942518,Tanglin Road,primary
47,103.81603,1.2944361,Tanglin Road,primary
47,103.8160506,1.2945241,Tanglin Road,primary
47,103.8161988,1.295157,Tanglin Road,primary
47,103.8165339,1.2966254,Tanglin Road,primary
47,103.816575,1.2967442,Tanglin Road,primary
48,103.8021677,1.2727921,Alexandra Road,primary
48,103.8021578,1.2728722,Alexandra Road,primary
48,103.8020848,1.273464,Alexandra Road,primary
50,103.8921817,1.3150742,Geylang Road,primary
50,103.8914974,1.3149406,Geylang Road,primary
50,103.8913296,1.3149075,Geylang Road,primary
50,103.8909083,1.3148245,Geylang Road,primary
50,103.8902132,1.3146876,Geylang Road,primary
50,103.8897607,1.3145984,Geylang Road,primary
50,103.8896481,1.3145763,Geylang Road,primary
50,103.8888278,1.3144146,Geylang Road,primary
50,103.8886693,1.3143834,Geylang Road,primary
50,103.8882648,1.3143037,Geylang Road,primary
50,103.8879714,1.3142459,Geylang Road,primary
50,103.8876335,1.3141794,Geylang Road,primary
50,103.8870513,1.3140647,Geylang Road,primary
50,103.8869463,1.314044,Geylang Road,primary
50,103.8862831,1.3139133,Geylang Road,primary
50,103.8855863,1.313776,Geylang Road,primary
50,103.8847982,1.3136222,Geylang Road,primary
50,103.8846207,1.3135858,Geylang Road,primary
50,103.8839204,1.3134497,Geylang Road,primary
50,103.8837956,1.3134233,Geylang Road,primary
50,103.8833519,1.3133358,Geylang Road,primary
50,103.8831192,1.31329,Geylang Road,primary
50,103.8829331,1.3132533,Geylang Road,primary
50,103.8822084,1.3131142,Geylang Road,primary
54,103.8425983,1.3017133,Central Expressway,motorway
54,103.8427759,1.3015891,Central Expressway,motorway
54,103.843035,1.3013647,Central Expressway,motorway
54,103.8433032,1.301,Central Expressway,motorway
54,103.843432,1.3006461,Central Expressway,motorway
54,103.8435393,1.3000669,Central Expressway,motorway
54,103.8435715,1.2994984,Central Expressway,motorway
54,103.8435715,1.2991123,Central Expressway,motorway
54,103.8434856,1.29834,Central Expressway,motorway
54,103.843432,1.2977822,Central Expressway,motorway
54,103.8435285,1.2971708,Central Expressway,motorway
54,103.8438075,1.2966345,Central Expressway,motorway
54,103.8441294,1.2959373,Central Expressway,motorway
54,103.84432,1.2950602,Central Expressway,motorway
54,103.8443683,1.294363,Central Expressway,motorway
54,103.8443761,1.293835,Central Expressway,motorway
54,103.844084,1.2929739,Central Expressway,motorway
54,103.8437109,1.2921725,Central Expressway,motorway
54,103.8433247,1.2914753,Central Expressway,motorway
54,103.8427493,1.2903631,Central Expressway,motorway
55,103.8400717,1.3061317,Central Expressway,motorway
55,103.8403219,1.3066305,Central Expressway,motorway
55,103.8417542,1.3082892,Central Expressway,motorway
55,103.84279,1.3089286,Central Expressway,motorway
55,103.8435707,1.309642,Central Expressway,motorway
55,103.8443907,1.3109684,Central Expressway,motorway
56,103.8425174,1.3016094,Central Expressway,motorway
56,103.8418899,1.3021371,Central Expressway,motorway
56,103.8409588,1.3029167,Central Expressway,motorway
56,103.8407883,1.3031056,Central Expressway,motorway
56,103.8406291,1.3033133,Central Expressway,motorway
57,103.8402035,1.3061065,Central Expressway,motorway
57,103.8401404,1.3058639,Central Expressway,motorway
57,103.8400906,1.3055179,Central Expressway,motorway
57,103.8400752,1.3052259,Central Expressway,motorway
57,103.8401061,1.3048793,Central Expressway,motorway
57,103.8402141,1.304433,Central Expressway,motorway
57,103.8402652,1.3042245,Central Expressway,motorway
57,103.8403814,1.3039527,Central Expressway,motorway
57,103.8406251,1.3035425,Central Expressway,motorway
57,103.8407341,1.3033909,Central Expressway,motorway
57,103.8408784,1.3032144,Central Expressway,motorway
57,103.8410414,1.3030277,Central Expressway,motorway
58,103.9198447,1.3213492,Changi Road,primary
58,103.919548,1.3212801,Changi Road,primary
58,103.9190474,1.3211916,Changi Road,primary
58,103.9185283,1.3210508,Changi Road,primary
58,103.9178158,1.3208073,Changi Road,primary
58,103.9161291,1.3202308,Changi Road,primary
58,103.915554,1.3200193,Changi Road,primary
58,103.9148975,1.3197635,Changi Road,primary
58,103.914788,1.3197214,Changi Road,primary
58,103.9141676,1.3194886,Changi Road,primary
59,103.8378,1.3483563,Lornie Road,primary
59,103.8378775,1.3482491,Lornie Road,primary
62,103.9035888,1.3804216,Upper Serangoon Road,primary
62,103.9036105,1.3803008,Upper Serangoon Road,primary
62,103.9036309,1.3801865,Upper Serangoon Road,primary
63,103.8284962,1.3685507,Upper Thomson Road,primary
63,103.8284403,1.3680084,Upper Thomson Road,primary
63,103.8284355,1.3679135,Upper Thomson Road,primary
63,103.8284096,1.3674672,Upper Thomson Road,primary
64,103.9343124,1.3800146,Pasir Ris Drive 12,primary
64,103.9344277,1.3801793,Pasir Ris Drive 12,primary
64,103.9345041,1.3803086,Pasir Ris Drive 12,primary
64,103.9347699,1.3807583,Pasir Ris Drive 12,primary
64,103.9348613,1.3809077,Pasir Ris Drive 12,primary
64,103.9350096,1.3811753,Pasir Ris Drive 12,primary
65,103.8641091,1.353857,Ang Mo Kio Avenue 1,primary
65,103.8638759,1.3538503,Ang Mo Kio Avenue 1,primary
65,103.8635277,1.3538857,Ang Mo Kio Avenue 1,primary
65,103.8627869,1.35401,Ang Mo Kio Avenue 1,primary
65,103.8626779,1.3540364,Ang Mo Kio Avenue 1,primary
65,103.8623178,1.3541321,Ang Mo Kio Avenue 1,primary
65,103.8614439,1.3543383,Ang Mo Kio Avenue 1,primary
65,103.8609644,1.3544514,Ang Mo Kio Avenue 1,primary
65,103.8606496,1.3545371,Ang Mo Kio Avenue 1,primary
65,103.8590756,1.3549031,Ang Mo Kio Avenue 1,primary
65,103.8582067,1.3550958,Ang Mo Kio Avenue 1,primary
65,103.8570833,1.3553519,Ang Mo Kio Avenue 1,primary
65,103.8568442,1.3554016,Ang Mo Kio Avenue 1,primary
66,103.8356301,1.3665922,Ang Mo Kio Avenue 3,primary
66,103.8359488,1.3675071,Ang Mo Kio Avenue 3,primary
66,103.8359584,1.3675346,Ang Mo Kio Avenue 3,primary
66,103.8361454,1.3680921,Ang Mo Kio Avenue 3,primary
66,103.8363458,1.3684791,Ang Mo Kio Avenue 3,primary
66,103.8365916,1.3688076,Ang Mo Kio Avenue 3,primary
66,103.8368712,1.3690937,Ang Mo Kio Avenue 3,primary
66,103.8371921,1.3693686,Ang Mo Kio Avenue 3,primary
67,103.8283074,1.3680132,Ang Mo Kio Avenue 1,primary
67,103.8284403,1.3680084,Ang Mo Kio Avenue 1,primary
67,103.8289481,1.3679845,Ang Mo Kio Avenue 1,primary
68,103.8376956,1.3482935,Upper Thomson Road,primary
68,103.8374601,1.3486615,Upper Thomson Road,primary
68,103.8370866,1.3492706,Upper Thomson Road,primary
68,103.8362656,1.3501523,Upper Thomson Road,primary
68,103.836018,1.3504745,Upper Thomson Road,primary
68,103.8359655,1.3505755,Upper Thomson Road,primary
68,103.8358031,1.3509422,Upper Thomson Road,primary
68,103.8356436,1.3514425,Upper Thomson Road,primary
68,103.8355837,1.351626,Upper Thomson Road,primary
68,103.8355034,1.351872,Upper Thomson Road,primary
68,103.8353142,1.3521983,Upper Thomson Road,primary
68,103.8351139,1.3524728,Upper Thomson Road,primary
69,103.8773827,1.3081302,Guillemard Road,primary
69,103.8774229,1.3082294,Guillemard Road,primary
69,103.8774444,1.3082857,Guillemard Road,primary
70,103.869675,1.3101318,Kallang Road,primary
70,103.8695432,1.3101148,Kallang Road,primary
70,103.8694518,1.3100929,Kallang Road,primary
70,103.8693626,1.3100715,Kallang Road,primary
70,103.8686624,1.3098389,Kallang Road,primary
70,103.8685385,1.3097978,Kallang Road,primary
70,103.8683098,1.3097218,Kallang Road,primary
70,103.8661217,1.309162,Kallang Road,primary
70,103.8657327,1.3090679,Kallang Road,primary
71,103.8281667,1.3778665,Yio Chu Kang Road,primary
71,103.8282802,1.3779061,Yio Chu Kang Road,primary
71,103.8283812,1.3779605,Yio Chu Kang Road,primary
71,103.8285825,1.3781008,Yio Chu Kang Road,primary
79,103.82825,1.3671014,Upper Thomson Road,primary
79,103.8282677,1.3672833,Upper Thomson Road,primary
80,103.8177045,1.3993812,Upper Thomson Road,primary
80,103.817923,1.3987522,Upper Thomson Road,primary
80,103.8182005,1.3979967,Upper Thomson Road,primary
80,103.818463,1.3973684,Upper Thomson Road,primary
80,103.8186237,1.3967337,Upper Thomson Road,primary
80,103.8186691,1.3964517,Upper Thomson Road,primary
80,103.818794,1.395825,Upper Thomson Road,primary
80,103.8188478,1.3951733,Upper Thomson Road,primary
83,103.8908508,1.3656265,Hougang Avenue 2,primary
83,103.8903429,1.3661671,Hougang Avenue 2,primary
83,103.8899874,1.3665291,Hougang Avenue 2,primary
83,103.8897619,1.3667317,Hougang Avenue 2,primary
83,103.8895748,1.3668678,Hougang Avenue 2,primary
83,103.8889281,1.3671624,Hougang Avenue 2,primary
83,103.8887518,1.3672206,Hougang Avenue 2,primary
83,103.8881832,1.3674085,Hougang Avenue 2,primary
83,103.8875322,1.3675746,Hougang Avenue 2,primary
83,103.8868594,1.3677462,Hougang Avenue 2,primary
83,103.8867909,1.3677613,Hougang Avenue 2,primary
84,103.8502751,1.392298,Yio Chu Kang Road,primary
84,103.8500995,1.3922812,Yio Chu Kang Road,primary
84,103.849512,1.3922248,Yio Chu Kang Road,primary
84,103.8494224,1.3922162,Yio Chu Kang Road,primary
84,103.8487905,1.3920679,Yio Chu Kang Road,primary
84,103.8486991,1.3920464,Yio Chu Kang Road,primary
84,103.8485674,1.3920155,Yio Chu Kang Road,primary
84,103.8484734,1.3919864,Yio Chu Kang Road,primary
84,103.8481169,1.3918759,Yio Chu Kang Road,primary
84,103.8477792,1.3917713,Yio Chu Kang Road,primary
84,103.8470628,1.3914468,Yio Chu Kang Road,primary
84,103.8469044,1.3913637,Yio Chu Kang Road,primary
84,103.8466299,1.3912197,Yio Chu Kang Road,primary
84,103.8466041,1.3912023,Yio Chu Kang Road,primary
84,103.8461577,1.3909004,Yio Chu Kang Road,primary
84,103.8458847,1.3907158,Yio Chu Kang Road,primary
84,103.8456924,1.3905709,Yio Chu Kang Road,primary
84,103.8452282,1.3902213,Yio Chu Kang Road,primary
85,103.876672,1.3806046,Yio Chu Kang Road,primary
85,103.8768484,1.3828926,Yio Chu Kang Road,primary
85,103.8768525,1.3829546,Yio Chu Kang Road,primary
85,103.8768273,1.3832801,Yio Chu Kang Road,primary
85,103.8767744,1.383649,Yio Chu Kang Road,primary
85,103.8766995,1.3839166,Yio Chu Kang Road,primary
85,103.8764961,1.3843239,Yio Chu Kang Road,primary
85,103.8763064,1.3846372,Yio Chu Kang Road,primary
85,103.8752895,1.385619,Yio Chu Kang Road,primary
85,103.8744049,1.3863883,Yio Chu Kang Road,primary
85,103.8739821,1.3866942,Yio Chu Kang Road,primary
85,103.8737268,1.3868762,Yio Chu Kang Road,primary
85,103.8730154,1.3871684,Yio Chu Kang Road,primary
85,103.8725514,1.3872919,Yio Chu Kang Road,primary
85,103.8719112,1.3874494,Yio Chu Kang Road,primary
85,103.8714176,1.3875708,Yio Chu Kang Road,primary
85,103.8708523,1.387672,Yio Chu Kang Road,primary
85,103.8697131,1.3879046,Yio Chu Kang Road,primary
85,103.8691958,1.3880102,Yio Chu Kang Road,primary
85,103.868815,1.3881193,Yio Chu Kang Road,primary
91,103.8578932,1.3929724,Seletar Expressway,motorway
91,103.8578885,1.3930455,Seletar Expressway,motorway
91,103.8578001,1.394288,Seletar Expressway,motorway
91,103.8577647,1.3946623,Seletar Expressway,motorway
91,103.8577174,1.3950513,Seletar Expressway,motorway
91,103.8576536,1.3953608,Seletar Expressway,motorway
91,103.8575622,1.39565,Seletar Expressway,motorway
91,103.8574535,1.395902,Seletar Expressway,motorway
91,103.8572737,1.3962342,Seletar Expressway,motorway
91,103.8570215,1.3965867,Seletar Expressway,motorway
91,103.8567913,1.3968323,Seletar Expressway,motorway
91,103.8564728,1.397099,Seletar Expressway,motorway
91,103.8562251,1.3972576,Seletar Expressway,motorway
91,103.8559601,1.3973991,Seletar Expressway,motorway
91,103.8557082,1.3975006,Seletar Expressway,motorway
91,103.8554701,1.3975746,Seletar Expressway,motorway
91,103.8552425,1.3976265,Seletar Expressway,motorway
91,103.8550389,1.3976587,Seletar Expressway,motorway
91,103.8547684,1.3976772,Seletar Expressway,motorway
91,103.8544985,1.3976748,Seletar Expressway,motorway
91,103.8541409,1.3976207,Seletar Expressway,motorway
93,103.8643847,1.3540101,Lorong Chuan,primary
93,103.8646445,1.354078,Lorong Chuan,primary
93,103.865376,1.3543934,Lorong Chuan,primary
93,103.8663538,1.3548195,Lorong Chuan,primary
93,103.866735,1.3549811,Lorong Chuan,primary
94,103.8765791,1.3523508,Boundary Road,primary
94,103.876361,1.3525576,Boundary Road,primary
95,103.878406,1.3541036,Upper Serangoon Road,primary
95,103.8779459,1.3535526,Upper Serangoon Road,primary
95,103.877477,1.3530698,Upper Serangoon Road,primary
95,103.877092,1.3527542,Upper Serangoon Road,primary
97,103.8677661,1.3272605,Serangoon Road,primary
97,103.8678065,1.3273394,Serangoon Road,primary
97,103.8678897,1.3275311,Serangoon Road,primary
97,103.867946,1.3276678,Serangoon Road,primary
97,103.8680262,1.3279856,Serangoon Road,primary
97,103.8680357,1.3280231,Serangoon Road,primary
97,103.8680827,1.3281541,Serangoon Road,primary
97,103.8681223,1.328273,Serangoon Road,primary
97,103.868267,1.3285763,Serangoon Road,primary
98,103.8910133,1.3656374,Hougang Avenue 3,primary
98,103.8919335,1.3646477,Hougang Avenue 3,primary
98,103.892289,1.3642326,Hougang Avenue 3,primary
98,103.8924472,1.3639962,Hougang Avenue 3,primary
98,103.8924683,1.3639589,Hougang Avenue 3,primary
98,103.8927047,1.3635414,Hougang Avenue 3,primary
98,103.8928678,1.3631896,Hougang Avenue 3,primary
98,103.8929794,1.3626833,Hougang Avenue 3,primary
98,103.8930455,1.3621229,Hougang Avenue 3,primary
98,103.8930516,1.3620715,Hougang Avenue 3,primary
98,103.8931157,1.3615283,Hougang Avenue 3,primary
99,103.8960404,1.3377801,Hougang Avenue 3,primary
99,103.8958013,1.3380288,Hougang Avenue 3,primary
99,103.8954458,1.3383988,Hougang Avenue 3,primary
99,103.8949959,1.3387993,Hougang Avenue 3,primary
99,103.8945675,1.3390685,Hougang Avenue 3,primary
99,103.894096,1.3393031,Hougang Avenue 3,primary
99,103.8936371,1.3395021,Hougang Avenue 3,primary
99,103.8931006,1.3397608,Hougang Avenue 3,primary
99,103.8928243,1.3399345,Hougang Avenue 3,primary
99,103.8925113,1.3402014,Hougang Avenue 3,primary
99,103.8922974,1.3404199,Hougang Avenue 3,primary
99,103.8920491,1.3407564,Hougang Avenue 3,primary
99,103.8919391,1.3409414,Hougang Avenue 3,primary
99,103.8917192,1.3413557,Hougang Avenue 3,primary
99,103.8915817,1.3417505,Hougang Avenue 3,primary
99,103.8915066,1.342146,Hougang Avenue 3,primary
